0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
"(0.7857140302658081, 0.47220540046691895, 0.035064514726400375)","(0.8008581399917603, 0.4777587950229645, -0.0008993151132017374)","(0.8016822934150696, 0.4793638288974762, -0.0010042471112683415)","(0.8024479150772095, 0.48117274045944214, -0.0011539781698957086)","(0.7992855310440063, 0.47635793685913086, 0.05076628178358078)","(0.7991063594818115, 0.47678342461586, 0.05106808990240097)","(0.7989901900291443, 0.4773228168487549, 0.05125918984413147)","(0.7945899367332458, 0.4933931231498718, -0.07611290365457535)","(0.7920440435409546, 0.4886627197265625, 0.16174651682376862)","(0.7717052698135376, 0.47679242491722107, 0.014524697326123714)","(0.7705392837524414, 0.4742133617401123, 0.08303891867399216)","(0.7156051397323608, 0.5105305314064026, -0.17790965735912323)","(0.6961826086044312, 0.4947779178619385, 0.29943153262138367)","(0.5765920281410217, 0.5126477479934692, -0.32801344990730286)","(0.5663543939590454, 0.4964672923088074, 0.2948964238166809)","(0.6202975511550903, 0.4548569321632385, -0.26040542125701904)","(0.6001539826393127, 0.4438907504081726, 0.08017182350158691)","(0.6230625510215759, 0.43653321266174316, -0.3053199052810669)","(0.6119463443756104, 0.4275735914707184, 0.06829316914081573)","(0.6322576403617859, 0.43581143021583557, -0.26046761870384216)","(0.6204066872596741, 0.42716866731643677, 0.01744968257844448)","(0.6335053443908691, 0.44068318605422974, -0.23991230130195618)","(0.6212847232818604, 0.43166279792785645, 0.05268915370106697)","(0.6957868933677673, 0.3705362379550934, -0.18667662143707275)","(0.6877195239067078, 0.3670892119407654, 0.18639357388019562)","(0.7841050028800964, 0.2607250213623047, -0.2191658616065979)","(0.7789433598518372, 0.2595609128475189, 0.1230931207537651)","(0.8527859449386597, 0.13867340981960297, -0.18228557705879211)","(0.8496788144111633, 0.14311550557613373, 0.15695339441299438)","(0.8371977210044861, 0.12213257700204849, -0.18090419471263885)","(0.8373718857765198, 0.12461350113153458, 0.15241408348083496)","(0.9341939091682434, 0.08858540654182434, -0.27830076217651367)","(0.9258322715759277, 0.09826943278312683, 0.018633000552654266)"
"(0.7859786748886108, 0.4723761975765228, 0.034976761788129807)","(0.801129937171936, 0.47796863317489624, -0.0010730138747021556)","(0.8019798398017883, 0.47958749532699585, -0.001178063452243805)","(0.8027632832527161, 0.4814128279685974, -0.0013239010004326701)","(0.7994762063026428, 0.4765482544898987, 0.05068954825401306)","(0.7992730140686035, 0.4769704341888428, 0.05098605528473854)","(0.7991338968276978, 0.47751039266586304, 0.05117395147681236)","(0.7948086857795715, 0.493701308965683, -0.07670850306749344)","(0.7921943068504333, 0.48894914984703064, 0.1614212542772293)","(0.7719676494598389, 0.4770370423793793, 0.014174895361065865)","(0.7707830667495728, 0.47440606355667114, 0.08278515934944153)","(0.7158889770507812, 0.5107346773147583, -0.17987777292728424)","(0.6962543725967407, 0.4947930872440338, 0.2994033396244049)","(0.5766143798828125, 0.5127702951431274, -0.3320334553718567)","(0.5667673945426941, 0.49650445580482483, 0.29185760021209717)","(0.6203553676605225, 0.4552023410797119, -0.2676696479320526)","(0.6013084053993225, 0.44387611746788025, 0.07558555901050568)","(0.6232246160507202, 0.43690481781959534, -0.31283804774284363)","(0.612665057182312, 0.4277011454105377, 0.06404783576726913)","(0.6325494050979614, 0.43620699644088745, -0.2668704092502594)","(0.6210119724273682, 0.4273337721824646, 0.01301778294146061)","(0.6337994933128357, 0.44106826186180115, -0.24674251675605774)","(0.621929407119751, 0.4317769408226013, 0.04792002961039543)","(0.6963818669319153, 0.3709105849266052, -0.18750256299972534)","(0.6881265640258789, 0.367401659488678, 0.1872226893901825)","(0.7878417372703552, 0.2617352604866028, -0.21996769309043884)","(0.7827363014221191, 0.2609877288341522, 0.12096340209245682)","(0.8589286208152771, 0.1398126780986786, -0.18146160244941711)","(0.8558539748191833, 0.14413300156593323, 0.15835370123386383)","(0.8450607061386108, 0.12414272874593735, -0.18017463386058807)","(0.845093846321106, 0.12698300182819366, 0.1543370932340622)","(0.9389182925224304, 0.09000858664512634, -0.276254802942276)","(0.9296261072158813, 0.0995519831776619, 0.019071055576205254)"
"(0.7863390445709229, 0.47247833013534546, 0.03268763795495033)","(0.8014293313026428, 0.478064626455307, -0.0030432683415710926)","(0.8022788763046265, 0.47967275977134705, -0.0031511883717030287)","(0.8030620813369751, 0.4814853072166443, -0.003297233022749424)","(0.799794614315033, 0.47667020559310913, 0.04968969523906708)","(0.7996017336845398, 0.4770965576171875, 0.04997851699590683)","(0.7994680404663086, 0.4776380956172943, 0.050166334956884384)","(0.7951525449752808, 0.49377208948135376, -0.07704128324985504)","(0.7926011681556702, 0.48909276723861694, 0.16313831508159637)","(0.7723135352134705, 0.47719699144363403, 0.012528344057500362)","(0.7711514830589294, 0.47457951307296753, 0.08228421956300735)","(0.7162080407142639, 0.511121392250061, -0.18093812465667725)","(0.6966080665588379, 0.4950788617134094, 0.30846714973449707)","(0.576648473739624, 0.5127884149551392, -0.34373098611831665)","(0.5680763125419617, 0.4965593218803406, 0.2987794578075409)","(0.6205043196678162, 0.4551614224910736, -0.292453408241272)","(0.6036928296089172, 0.4438357949256897, 0.08390074968338013)","(0.6236762404441833, 0.43698063492774963, -0.34038814902305603)","(0.614065408706665, 0.4277018904685974, 0.07329627871513367)","(0.6332624554634094, 0.43636155128479004, -0.2927103340625763)","(0.6220958828926086, 0.4273602068424225, 0.021630721166729927)","(0.6344152092933655, 0.44119444489479065, -0.2709546685218811)","(0.6230484247207642, 0.4318157732486725, 0.05612540245056152)","(0.6972196102142334, 0.3712145984172821, -0.18943263590335846)","(0.6885023713111877, 0.367563396692276, 0.1891678422689438)","(0.7915295362472534, 0.26236191391944885, -0.22064870595932007)","(0.7858647704124451, 0.2615678906440735, 0.12125394493341446)","(0.862366795539856, 0.14188668131828308, -0.17943672835826874)","(0.8598068356513977, 0.14524748921394348, 0.16549216210842133)","(0.8509541749954224, 0.12614227831363678, -0.17697693407535553)","(0.8509796857833862, 0.12857559323310852, 0.16216863691806793)","(0.9457939863204956, 0.09177521616220474, -0.2716690003871918)","(0.9377650022506714, 0.10045041143894196, 0.0284265149384737)"
"(0.7866073846817017, 0.47251296043395996, 0.0334249846637249)","(0.8017202615737915, 0.47809725999832153, -0.002712441375479102)","(0.8025610446929932, 0.4796985685825348, -0.0028242317494004965)","(0.8033326268196106, 0.4815036356449127, -0.0029760112520307302)","(0.8001276850700378, 0.47671741247177124, 0.050434961915016174)","(0.7999594211578369, 0.4771457612514496, 0.050723038613796234)","(0.7998406887054443, 0.47768720984458923, 0.050912924110889435)","(0.7954723834991455, 0.4938116669654846, -0.0740044042468071)","(0.7930465936660767, 0.4891783595085144, 0.16648875176906586)","(0.7726350426673889, 0.47725921869277954, 0.012971773743629456)","(0.7715094089508057, 0.47463446855545044, 0.08324624598026276)","(0.7163540124893188, 0.5112641453742981, -0.17887766659259796)","(0.6971694231033325, 0.4951034486293793, 0.31129854917526245)","(0.5766549706459045, 0.5127755403518677, -0.3375193476676941)","(0.5693453550338745, 0.4965585172176361, 0.30442014336586)","(0.6205418109893799, 0.45510801672935486, -0.27738186717033386)","(0.6055829524993896, 0.4437921941280365, 0.09056706726551056)","(0.623769998550415, 0.43700990080833435, -0.3226790130138397)","(0.6150956749916077, 0.42768216133117676, 0.08118406683206558)","(0.6335608959197998, 0.4364473819732666, -0.27588555216789246)","(0.6231199502944946, 0.4273436963558197, 0.030404694378376007)","(0.6347514390945435, 0.44124141335487366, -0.2560102045536041)","(0.6242530345916748, 0.431801974773407, 0.06348942965269089)","(0.6972382664680481, 0.3714875876903534, -0.189615860581398)","(0.6888842582702637, 0.36784932017326355, 0.18935199081897736)","(0.7926412224769592, 0.26312485337257385, -0.22486838698387146)","(0.7873345017433167, 0.2622373700141907, 0.11753290891647339)","(0.8636054396629333, 0.1423967480659485, -0.18350723385810852)","(0.8615180253982544, 0.14530545473098755, 0.15964758396148682)","(0.8521469831466675, 0.12655189633369446, -0.18083029985427856)","(0.8522696495056152, 0.12876766920089722, 0.15599720180034637)","(0.9478653073310852, 0.09255741536617279, -0.2729606330394745)","(0.9402162432670593, 0.10082201659679413, 0.02481018379330635)"
"(0.7867860794067383, 0.47278276085853577, 0.016486583277583122)","(0.8019648194313049, 0.4783300757408142, -0.019489483907818794)","(0.8027774095535278, 0.479926735162735, -0.019594497978687286)","(0.8035240173339844, 0.4817245900630951, -0.019729264080524445)","(0.8004606366157532, 0.4769744277000427, 0.03509250655770302)","(0.8003224730491638, 0.47741183638572693, 0.03537026792764664)","(0.8002287149429321, 0.4779556393623352, 0.03556876257061958)","(0.7956771850585938, 0.4940570294857025, -0.08987411111593246)","(0.7934542298316956, 0.48944002389907837, 0.15952745079994202)","(0.7727968692779541, 0.47775158286094666, -0.0028364313766360283)","(0.7717743515968323, 0.4751349985599518, 0.06942068040370941)","(0.7166146039962769, 0.5115860104560852, -0.19346854090690613)","(0.698769748210907, 0.49530667066574097, 0.3100613057613373)","(0.5768882036209106, 0.5128282308578491, -0.365884006023407)","(0.5704342126846313, 0.4966229796409607, 0.30448636412620544)","(0.6208062171936035, 0.4550764560699463, -0.3237173855304718)","(0.6067825555801392, 0.4437769055366516, 0.07995953410863876)","(0.6242632269859314, 0.43709057569503784, -0.37534254789352417)","(0.616124153137207, 0.42766571044921875, 0.06788524240255356)","(0.6340278387069702, 0.4364992082118988, -0.32785528898239136)","(0.6240621209144592, 0.42726239562034607, 0.015658237040042877)","(0.6351252794265747, 0.44128069281578064, -0.3025733232498169)","(0.6252385377883911, 0.43176937103271484, 0.051771894097328186)","(0.6978922486305237, 0.37179750204086304, -0.19159185886383057)","(0.6915801763534546, 0.36802998185157776, 0.19136910140514374)","(0.7943259477615356, 0.26551374793052673, -0.2236492782831192)","(0.7891156673431396, 0.26429423689842224, 0.1293383538722992)","(0.8654710650444031, 0.14676709473133087, -0.1733204871416092)","(0.8631590008735657, 0.14906345307826996, 0.18123215436935425)","(0.8551023006439209, 0.12995414435863495, -0.16974292695522308)","(0.8545933961868286, 0.13181647658348083, 0.17807869613170624)","(0.9501368403434753, 0.0945105105638504, -0.265270471572876)","(0.9429273009300232, 0.102145716547966, 0.046624936163425446)"
"(0.7868455648422241, 0.47295036911964417, 0.020298482850193977)","(0.80216383934021, 0.4784826338291168, -0.015544653870165348)","(0.8029702305793762, 0.48007553815841675, -0.01564704068005085)","(0.8037095069885254, 0.4818669855594635, -0.01577887311577797)","(0.8007306456565857, 0.47714242339134216, 0.03815735876560211)","(0.8006412982940674, 0.47758570313453674, 0.03843364492058754)","(0.8005955219268799, 0.4781278073787689, 0.03862858936190605)","(0.7960392236709595, 0.49425750970840454, -0.08743681758642197)","(0.7940073013305664, 0.4895939230918884, 0.15954473614692688)","(0.7729002833366394, 0.47805508971214294, 0.0006911555537953973)","(0.7719797492027283, 0.4754366874694824, 0.07185036689043045)","(0.717404842376709, 0.5117390751838684, -0.1909828633069992)","(0.699272632598877, 0.4954008162021637, 0.31047528982162476)","(0.5773823261260986, 0.5128938555717468, -0.3551502823829651)","(0.5710304379463196, 0.49672752618789673, 0.3095262944698334)","(0.6216446757316589, 0.45500317215919495, -0.30979833006858826)","(0.6073188781738281, 0.4437665045261383, 0.0821651965379715)","(0.6255517601966858, 0.4370802044868469, -0.35980895161628723)","(0.6165598034858704, 0.42765313386917114, 0.06920953094959259)","(0.6353115439414978, 0.43648672103881836, -0.31355908513069153)","(0.6245860457420349, 0.427240788936615, 0.020724967122077942)","(0.6361236572265625, 0.4412640631198883, -0.28901201486587524)","(0.6257910132408142, 0.43176132440567017, 0.05216466635465622)","(0.6983652710914612, 0.3723631501197815, -0.19144368171691895)","(0.6922388076782227, 0.3683360517024994, 0.19122067093849182)","(0.7956612706184387, 0.26709526777267456, -0.22340357303619385)","(0.790297269821167, 0.26602208614349365, 0.1292235106229782)","(0.8671027421951294, 0.14901791512966156, -0.17338956892490387)","(0.8647247552871704, 0.1510692983865738, 0.17807844281196594)","(0.8576079607009888, 0.1318184733390808, -0.16993348300457)","(0.8568922877311707, 0.1334843635559082, 0.17451398074626923)","(0.9504257440567017, 0.09725835919380188, -0.26520559191703796)","(0.9446064233779907, 0.102699413895607, 0.044245511293411255)"
"(0.7868292927742004, 0.4730041027069092, 0.022902248427271843)","(0.8022540807723999, 0.47857826948165894, -0.013026727363467216)","(0.8030542731285095, 0.48017001152038574, -0.013129180297255516)","(0.8037838339805603, 0.48195815086364746, -0.013262676075100899)","(0.800868570804596, 0.477242648601532, 0.040191054344177246)","(0.8008129596710205, 0.4776885509490967, 0.0404718741774559)","(0.8007949590682983, 0.4782281816005707, 0.04066488891839981)","(0.7961706519126892, 0.49438270926475525, -0.08691852539777756)","(0.7942715883255005, 0.4896675646305084, 0.16071319580078125)","(0.7728831171989441, 0.4781489968299866, 0.0023783412761986256)","(0.7719821333885193, 0.4755319654941559, 0.07283595204353333)","(0.7179101705551147, 0.5118159651756287, -0.18543720245361328)","(0.6992289423942566, 0.4953927993774414, 0.3118298053741455)","(0.5781655311584473, 0.5128785967826843, -0.3503458797931671)","(0.5721376538276672, 0.4964659810066223, 0.30946871638298035)","(0.6239594221115112, 0.4542631208896637, -0.2993428409099579)","(0.6088374853134155, 0.4434541165828705, 0.08715463429689407)","(0.6280692219734192, 0.43698444962501526, -0.3474960923194885)","(0.6176747679710388, 0.4276072084903717, 0.07575426995754242)","(0.6372755765914917, 0.43640708923339844, -0.3013990521430969)","(0.6258788108825684, 0.42714428901672363, 0.025840910151600838)","(0.6376894116401672, 0.44118690490722656, -0.2785632610321045)","(0.6270177960395813, 0.4316876530647278, 0.05836276337504387)","(0.699741005897522, 0.3727295994758606, -0.19117340445518494)","(0.6936849355697632, 0.36841660737991333, 0.19096428155899048)","(0.7978456020355225, 0.2671149671077728, -0.22378328442573547)","(0.7928183674812317, 0.26591649651527405, 0.12713390588760376)","(0.870333194732666, 0.14934387803077698, -0.1758008599281311)","(0.8680469989776611, 0.15138326585292816, 0.16765351593494415)","(0.8609007000923157, 0.13169018924236298, -0.17259012162685394)","(0.8601604104042053, 0.13341756165027618, 0.16327354311943054)","(0.9530260562896729, 0.09666897356510162, -0.26565414667129517)","(0.9468592405319214, 0.10304467380046844, 0.033062245696783066)"
"(0.7868048548698425, 0.47300735116004944, 0.02471531555056572)","(0.8023284077644348, 0.4786008894443512, -0.011275806464254856)","(0.8031392693519592, 0.4801937937736511, -0.011378071270883083)","(0.8038785457611084, 0.4819815754890442, -0.011512470431625843)","(0.8009520769119263, 0.47726327180862427, 0.04161593317985535)","(0.8009127974510193, 0.4777086675167084, 0.04189806431531906)","(0.8009104132652283, 0.47824597358703613, 0.04208938404917717)","(0.7963438034057617, 0.4944063723087311, -0.08619270473718643)","(0.7944936752319336, 0.4896698594093323, 0.16257719695568085)","(0.7728761434555054, 0.47820156812667847, 0.004071713890880346)","(0.771982729434967, 0.4755743145942688, 0.07377161085605621)","(0.718427300453186, 0.5118672251701355, -0.18518774211406708)","(0.6992943286895752, 0.4953854978084564, 0.31598660349845886)","(0.5786077380180359, 0.5128706693649292, -0.34876033663749695)","(0.5727291703224182, 0.4964158535003662, 0.3129476010799408)","(0.6252329349517822, 0.45396843552589417, -0.3028658926486969)","(0.6097431778907776, 0.4432803690433502, 0.08953302353620529)","(0.6293458938598633, 0.4369542598724365, -0.3518642783164978)","(0.6183915734291077, 0.42756813764572144, 0.07876195013523102)","(0.6383742690086365, 0.43635624647140503, -0.305503249168396)","(0.6266897916793823, 0.42706769704818726, 0.028678040951490402)","(0.638688325881958, 0.4411464333534241, -0.28198355436325073)","(0.6278418302536011, 0.4316391944885254, 0.06131713092327118)","(0.7002179026603699, 0.3730204105377197, -0.1911914199590683)","(0.6942551732063293, 0.36844080686569214, 0.19098176062107086)","(0.7993488907814026, 0.2672559320926666, -0.22365450859069824)","(0.7944231629371643, 0.2659936547279358, 0.1270723193883896)","(0.8717786073684692, 0.149586021900177, -0.17530842125415802)","(0.8697282671928406, 0.15151019394397736, 0.16835421323776245)","(0.8619670271873474, 0.13156749308109283, -0.17192398011684418)","(0.8613771200180054, 0.13326510787010193, 0.16413164138793945)","(0.9527575373649597, 0.09844546765089035, -0.2622707188129425)","(0.9475506544113159, 0.10353541374206543, 0.03481291979551315)"
"(0.7867903113365173, 0.47303229570388794, 0.024942222982645035)","(0.8023784160614014, 0.4786248803138733, -0.011105382815003395)","(0.8032005429267883, 0.4802185595035553, -0.011207487434148788)","(0.8039518594741821, 0.48200511932373047, -0.011341769248247147)","(0.8009974360466003, 0.4772842824459076, 0.04239474609494209)","(0.8009641170501709, 0.47772878408432007, 0.04267412796616554)","(0.80096834897995, 0.4782637059688568, 0.042866483330726624)","(0.7964802980422974, 0.49442681670188904, -0.0836409479379654)","(0.7946280837059021, 0.4896731376647949, 0.1653805375099182)","(0.7728736996650696, 0.47830137610435486, 0.004800552036613226)","(0.7719870805740356, 0.4756653308868408, 0.07541489601135254)","(0.7187896966934204, 0.5119115114212036, -0.183685302734375)","(0.699514627456665, 0.4953819811344147, 0.31915000081062317)","(0.5788389444351196, 0.5128681659698486, -0.34662970900535583)","(0.5729469656944275, 0.49641117453575134, 0.3171563148498535)","(0.6258808374404907, 0.4537838399410248, -0.29806405305862427)","(0.6102081537246704, 0.44318681955337524, 0.09271097928285599)","(0.6299334764480591, 0.4369277358055115, -0.34627944231033325)","(0.6188355088233948, 0.4275403916835785, 0.08193662017583847)","(0.6389421820640564, 0.43629828095436096, -0.30015695095062256)","(0.6271134614944458, 0.4268015921115875, 0.03056335635483265)","(0.6392736434936523, 0.4410853385925293, -0.27716124057769775)","(0.6283344030380249, 0.43161505460739136, 0.06421071290969849)","(0.7008447647094727, 0.3732292354106903, -0.19119015336036682)","(0.6950398087501526, 0.3684691786766052, 0.19097936153411865)","(0.8004473447799683, 0.2672004699707031, -0.22385703027248383)","(0.7954824566841125, 0.2659628093242645, 0.1275041103363037)","(0.8727491497993469, 0.14901383221149445, -0.17539772391319275)","(0.8708387613296509, 0.15102142095565796, 0.1687069982290268)","(0.8624180555343628, 0.13110944628715515, -0.17197489738464355)","(0.8619804978370667, 0.1327722817659378, 0.16448558866977692)","(0.9536225199699402, 0.09774996340274811, -0.26211950182914734)","(0.9480920433998108, 0.10368571430444717, 0.03571825474500656)"
"(0.7869420647621155, 0.4730381369590759, 0.02792607620358467)","(0.8027649521827698, 0.4786543846130371, -0.007818516343832016)","(0.8035957217216492, 0.48025020956993103, -0.007918181829154491)","(0.8043471574783325, 0.4820365011692047, -0.008053827099502087)","(0.8013976812362671, 0.4773101806640625, 0.045953765511512756)","(0.8013811111450195, 0.47775477170944214, 0.0462295226752758)","(0.8013954758644104, 0.47828739881515503, 0.04642327502369881)","(0.7968257665634155, 0.494440495967865, -0.07885120064020157)","(0.79509037733078, 0.48967641592025757, 0.16897857189178467)","(0.7730333209037781, 0.47832411527633667, 0.008549632504582405)","(0.7722049355506897, 0.4756843149662018, 0.07958174496889114)","(0.7192443609237671, 0.5119289755821228, -0.17911329865455627)","(0.7001134157180786, 0.49531736969947815, 0.32049041986465454)","(0.5791327953338623, 0.5128997564315796, -0.3452170193195343)","(0.5732497572898865, 0.4963248670101166, 0.31950291991233826)","(0.626735270023346, 0.45378080010414124, -0.29491764307022095)","(0.6109969019889832, 0.4430638253688812, 0.10001636296510696)","(0.6307360529899597, 0.43699178099632263, -0.342639297246933)","(0.6197172999382019, 0.427523672580719, 0.08936024457216263)","(0.6395560503005981, 0.43634381890296936, -0.2965392768383026)","(0.6279277205467224, 0.42665672302246094, 0.0375894270837307)","(0.6398952007293701, 0.4411257207393646, -0.273996502161026)","(0.6290839910507202, 0.4315973222255707, 0.07191184908151627)","(0.7017894983291626, 0.3734273910522461, -0.19111429154872894)","(0.6957176923751831, 0.3684583306312561, 0.19090111553668976)","(0.8007339239120483, 0.2673785388469696, -0.22525908052921295)","(0.7956206202507019, 0.26604095101356506, 0.12733094394207)","(0.8726138472557068, 0.14873787760734558, -0.1786452680826187)","(0.8704984784126282, 0.15078338980674744, 0.1674932837486267)","(0.8620904684066772, 0.1307608187198639, -0.17535564303398132)","(0.8613888025283813, 0.1325128972530365, 0.16308555006980896)","(0.9539059400558472, 0.09732256829738617, -0.26353010535240173)","(0.947599470615387, 0.1040199026465416, 0.035476040095090866)"
"(0.7870732545852661, 0.4730418622493744, 0.03445309400558472)","(0.8030664324760437, 0.47865742444992065, -0.0005876497598364949)","(0.8039103746414185, 0.48025304079055786, -0.000683951482642442)","(0.804667592048645, 0.4820380210876465, -0.0008190072840079665)","(0.8016562461853027, 0.4773107171058655, 0.05196469649672508)","(0.8016248345375061, 0.47775453329086304, 0.05224047228693962)","(0.8016220331192017, 0.47828659415245056, 0.0524333193898201)","(0.7970989942550659, 0.4944353699684143, -0.06874412298202515)","(0.7953422665596008, 0.4896559715270996, 0.1728251874446869)","(0.7731863856315613, 0.478346049785614, 0.016572576016187668)","(0.7723617553710938, 0.47569528222084045, 0.08610944449901581)","(0.720182478427887, 0.511926531791687, -0.16688480973243713)","(0.7004056572914124, 0.49525898694992065, 0.3216933012008667)","(0.5793973803520203, 0.5129241943359375, -0.3283153176307678)","(0.5732955932617188, 0.49631962180137634, 0.3239724636077881)","(0.6270872950553894, 0.45380330085754395, -0.283346951007843)","(0.6112610101699829, 0.44302505254745483, 0.11279169470071793)","(0.6310745477676392, 0.437033087015152, -0.32995522022247314)","(0.6200693845748901, 0.427511602640152, 0.10209247469902039)","(0.6399173736572266, 0.43635129928588867, -0.2852639853954315)","(0.6282233595848083, 0.42649516463279724, 0.05016347020864487)","(0.6403183937072754, 0.44113415479660034, -0.26303568482398987)","(0.6294012665748596, 0.43155741691589355, 0.0851389542222023)","(0.7028745412826538, 0.37352967262268066, -0.19095349311828613)","(0.6962359547615051, 0.36850613355636597, 0.19073817133903503)","(0.8007474541664124, 0.2675170302391052, -0.23196148872375488)","(0.7957536578178406, 0.2662230134010315, 0.11611659079790115)","(0.8724969029426575, 0.14814969897270203, -0.19792020320892334)","(0.8703059554100037, 0.1502378284931183, 0.1463681161403656)","(0.8616545796394348, 0.12942105531692505, -0.19605329632759094)","(0.8612263202667236, 0.13112382590770721, 0.14114022254943848)","(0.9547721743583679, 0.09704416245222092, -0.28707706928253174)","(0.947421669960022, 0.103879414498806, 0.015238703228533268)"
"(0.7874131202697754, 0.47310352325439453, 0.04012759402394295)","(0.8037641048431396, 0.47872233390808105, 0.005178118124604225)","(0.8046567440032959, 0.4803176522254944, 0.005082606803625822)","(0.8054408431053162, 0.4821001887321472, 0.004944606684148312)","(0.8022842407226562, 0.4773632884025574, 0.05737427622079849)","(0.8022603392601013, 0.47780126333236694, 0.05764918774366379)","(0.8022571802139282, 0.4783276915550232, 0.05784612149000168)","(0.7978050112724304, 0.4944656789302826, -0.06337863206863403)","(0.7959949970245361, 0.4896748960018158, 0.17650093138217926)","(0.7735289931297302, 0.4784088134765625, 0.022317830473184586)","(0.772691011428833, 0.47572946548461914, 0.09150668233633041)","(0.7208253741264343, 0.5119238495826721, -0.16150975227355957)","(0.7005615830421448, 0.495233952999115, 0.32365432381629944)","(0.5795566439628601, 0.5129678845405579, -0.32248154282569885)","(0.5733224749565125, 0.49637094140052795, 0.3348400890827179)","(0.6271618604660034, 0.45383739471435547, -0.2801855802536011)","(0.6114399433135986, 0.44300776720046997, 0.1384708136320114)","(0.6311691999435425, 0.43708425760269165, -0.32696837186813354)","(0.6202534437179565, 0.4275239408016205, 0.12920039892196655)","(0.64005446434021, 0.4363798499107361, -0.2819693982601166)","(0.6283513903617859, 0.4264865517616272, 0.07633674144744873)","(0.6405160427093506, 0.44114723801612854, -0.25978922843933105)","(0.6295664310455322, 0.4315509796142578, 0.11091482639312744)","(0.7045537233352661, 0.37369734048843384, -0.19090668857097626)","(0.696563184261322, 0.3686181306838989, 0.19068899750709534)","(0.800562858581543, 0.2675634026527405, -0.23986707627773285)","(0.7955442667007446, 0.26623451709747314, 0.10452652722597122)","(0.8720709085464478, 0.14764757454395294, -0.20921966433525085)","(0.8700653910636902, 0.14929041266441345, 0.13235042989253998)","(0.8609061241149902, 0.12856975197792053, -0.20741817355155945)","(0.8605383038520813, 0.12993265688419342, 0.1270790994167328)","(0.9543998837471008, 0.09654831886291504, -0.29750436544418335)","(0.9467162489891052, 0.10380331426858902, 0.0017674064729362726)"
"(0.7879191040992737, 0.4731353223323822, 0.04244297742843628)","(0.804607629776001, 0.4787525534629822, 0.008374095894396305)","(0.805536150932312, 0.48034167289733887, 0.008276172913610935)","(0.8063364028930664, 0.4821182191371918, 0.008134513162076473)","(0.8030433654785156, 0.47738927602767944, 0.059731580317020416)","(0.8030080199241638, 0.477822482585907, 0.06000246852636337)","(0.8029959797859192, 0.4783439636230469, 0.06019917130470276)","(0.798410177230835, 0.4944848120212555, -0.056066352874040604)","(0.7966597080230713, 0.4896976947784424, 0.17939962446689606)","(0.7740040421485901, 0.478410005569458, 0.026045573875308037)","(0.7731474041938782, 0.4757278561592102, 0.09414894133806229)","(0.7208424806594849, 0.5119078755378723, -0.15245388448238373)","(0.7006391882896423, 0.4952165186405182, 0.3261093497276306)","(0.5795584917068481, 0.5130860805511475, -0.31712639331817627)","(0.5735066533088684, 0.4965893626213074, 0.3332102298736572)","(0.6271378993988037, 0.4539056718349457, -0.27601009607315063)","(0.6122004985809326, 0.44303831458091736, 0.1317177414894104)","(0.6311320662498474, 0.43711966276168823, -0.3220631778240204)","(0.6211473941802979, 0.42758089303970337, 0.12192931771278381)","(0.6400668025016785, 0.43641144037246704, -0.27628985047340393)","(0.6289471387863159, 0.42651113867759705, 0.06976152211427689)","(0.6406008005142212, 0.4411787986755371, -0.2554468512535095)","(0.6301514506340027, 0.43160590529441833, 0.1042790412902832)","(0.7045044898986816, 0.37372633814811707, -0.19018156826496124)","(0.696514368057251, 0.3688252866268158, 0.18997150659561157)","(0.8002011775970459, 0.26755979657173157, -0.24881331622600555)","(0.7952688336372375, 0.2663273811340332, 0.0795666053891182)","(0.8716237545013428, 0.145145446062088, -0.22917698323726654)","(0.869441032409668, 0.14808569848537445, 0.10045173764228821)","(0.860443115234375, 0.12716464698314667, -0.22849924862384796)","(0.8599628210067749, 0.12903492152690887, 0.09465072304010391)","(0.9541977047920227, 0.09502795338630676, -0.3225340247154236)","(0.9465143084526062, 0.10073421150445938, -0.034309547394514084)"
